name,url,remote_testing,adaptive,duration,test_types,description,downloads
Petroleum Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petroleum-engineering-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",Product Fact Sheet: https://service.shl.com/docs/Petroleum Engineering (New).pdf
Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",Product Fact Sheet: https://service.shl.com/docs/Pharmaceutical Analysis (New).pdf
Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,Yes,No,17 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",Product Fact Sheet: https://service.shl.com/docs/Pharmaceutical Chemistry (New).pdf
Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",Product Fact Sheet: https://service.shl.com/docs/Pharmaceutical Science (New).pdf
Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.",Product Fact Sheet: https://service.shl.com/docs/Pharmaceutics (New).pdf
Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.",Product Fact Sheet: https://service.shl.com/docs/Pharmacology (New).pdf
PHP (New),https://www.shl.com/solutions/products/product-catalog/view/php-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",Product Fact Sheet: https://service.shl.com/docs/PHP (New).pdf
PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,Yes,No,,"Competencies, Ability & Aptitude, Personality & Behavior","The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.",Sample Report: https://service.shl.com/docs/PJM Development Report %2B Interview Questions English International.pdf | Sample Report: https://service.shl.com/docs/PJM Development Report English International.pdf | Sample Report: https://service.shl.com/docs/PJM Development Report Short Form English International.pdf | Sample Report: https://service.shl.com/docs/PJM Development Report French (Canada).pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_PJM Development Report(ShortForm)_NAS.pdf | Sample Report: https://service.shl.com/docs/PJM Development Report %2B Interview Questions English (US).pdf | Sample Report: https://service.shl.com/docs/PJM Development Report English (US).pdf | Sample Report: https://service.shl.com/docs/PJM Development Report Short Form English (US).pdf | Sample Report: https://service.shl.com/docs/PJM Development Report Italian.pdf
PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,Yes,No,,"Ability & Aptitude, Competencies, Personality & Behavior","The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.",Sample Report: https://service.shl.com/docs/PJM Selection Report Short Form Int Q English Int.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report - Short Form English International.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions English International.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report English International.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions French (Canada).pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_PJM Selection Report(ShortForm)_NAS.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions Spanish (North America).pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report - Short Form English (US).pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions English (US).pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report English (US).pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report - Short Form Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions Italian.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report Italian.pdf | Sample Report: https://service.shl.com/docs/PJM Selection Report %2B Interview Questions Portuguese (Brazil).pdf
Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",Product Fact Sheet: https://service.shl.com/docs/Polymer Engineering (New).pdf
Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No,15 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",Product Fact Sheet: https://service.shl.com/docs/Power Electronics and Drives (New).pdf
Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.",Product Fact Sheet: https://service.shl.com/docs/Power System Engineering (New).pdf
Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,Yes,No,4 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",Product Fact Sheet: https://service.shl.com/docs/Prism (New).pdf
Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No,13 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",Product Fact Sheet: https://service.shl.com/docs/Production and Industrial Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Production and Industrial Engineering (New) Sample Report.pdf
Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",Product Fact Sheet: https://service.shl.com/docs/Production Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Production Engineering (New) Sample Report.pdf
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Yes,Yes,25 minutes,Knowledge & Skills,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.",Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Programming Concepts.pdf
Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,Yes,Yes,30 minutes,Knowledge & Skills,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_ProjectManagement.pdf | Sample Report: https://service.shl.com/docs/Sample report Project management (2013).pdf
Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,Yes,No,6 minutes,Knowledge & Skills,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Proofreading.pdf
Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,Yes,No,11 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",Product Fact Sheet: https://service.shl.com/docs/Python (New).pdf
